2023-05-11 23:55:55: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'go '
2023-05-11 23:56:18: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'move '
2023-05-11 23:56:25: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') moving 0xBB3 "Appoline du Lys" (no account) to (2273, 81, 0)
2023-05-11 23:56:49: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'posseder '
2023-05-11 23:56:56: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'add hair dye'
2023-05-11 23:56:58: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') building at (2271, 83, 0) in Felucca: "hair" "dye"
2023-05-11 23:57:00: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'add hair dye'
2023-05-11 23:57:03: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') building at (2275, 83, 0) in Felucca: "hair" "dye"
2023-05-11 23:57:04: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'add hair dye'
2023-05-11 23:57:05: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') building at (2274, 88, 0) in Felucca: "hair" "dye"
2023-05-11 23:57:15: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'teleport '
2023-05-11 23:57:33: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'teleport '
2023-05-11 23:57:38: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-11 23:57:40: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2275, 88, 0) in Felucca: "hair" "dye"
2023-05-11 23:57:42: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-11 23:57:43: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2279, 91, 0) in Felucca: "hair" "dye"
2023-05-11 23:57:48: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hairdye'
2023-05-11 23:57:49: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2279, 93, 0) in Felucca: "hairdye"
2023-05-11 23:57:49: 184.162.169.177: Serials: 0x40002508; 
2023-05-11 23:57:57: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'posseder '
2023-05-11 23:58:11: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'tele '
2023-05-11 23:58:34: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'teleport '
2023-05-11 23:59:10: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'setallskills 100'
2023-05-11 23:59:11: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') set property 'EverySkill.Base' of 0x94B "Nimue" ('Jonimue') to '100'
2023-05-11 23:59:16: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'fiche '
2023-05-11 23:59:20: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'tele '
2023-05-11 23:59:22: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'm tele'
2023-05-11 23:59:37: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'm tele'
2023-05-12 00:00:12: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-12 00:00:14: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2275, 95, 0) in Felucca: "hair" "dye"
2023-05-12 00:00:16: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'm tele'
2023-05-12 00:00:21: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-12 00:00:22: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2282, 96, 0) in Felucca: "hair" "dye"
2023-05-12 00:00:26: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-12 00:00:27: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2285, 100, 0) in Felucca: "hair" "dye"
2023-05-12 00:00:29: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hair dye'
2023-05-12 00:00:30: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2291, 107, 0) in Felucca: "hair" "dye"
2023-05-12 00:00:32: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add hairdye'
2023-05-12 00:00:33: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2290, 106, 0) in Felucca: "hairdye"
2023-05-12 00:00:33: 184.162.169.177: Serials: 0x40002529; 
2023-05-12 00:03:22: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'viewhue '
2023-05-12 00:03:46: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'Set Hue 2496'
2023-05-12 00:04:38: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'props '
2023-05-12 00:05:14: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'props '
2023-05-12 00:05:47: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'props '
2023-05-12 00:05:52: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'posseder '
2023-05-12 00:05:56: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'props '
2023-05-12 00:06:02: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'tele '
2023-05-12 00:06:06: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'props '
2023-05-12 00:14:20: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'viewhue '
2023-05-12 00:15:10: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'props '
2023-05-12 00:15:31: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'props '
2023-05-12 00:16:15: 184.162.169.177: GameMaster 0x94B "Appoline du Lys" ('Jonimue') used command 'tele '
2023-05-12 00:16:24: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'tele '
2023-05-12 00:16:30: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'props '
2023-05-12 00:17:16: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'props '
2023-05-12 00:17:51: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') set property 'HairHue' of 0xBB3 "Appoline du Lys" ('Jonimue') to '2832'
2023-05-12 00:18:07: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') set property 'HairHue' of 0xBB3 "Appoline du Lys" ('Jonimue') to '2826'
2023-05-12 00:18:30: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'teleport '
2023-05-12 00:20:33: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add sewingkit'
2023-05-12 00:20:35: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2277, 92, 0) in Felucca: "sewingkit"
2023-05-12 00:20:35: 184.162.169.177: Serials: 0x4000182B; 
2023-05-12 00:24:12: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add cloth 500'
2023-05-12 00:24:13: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') building at (2275, 90, 0) in Felucca: "cloth" "500"
2023-05-12 00:24:13: 184.162.169.177: Serials: 0x40001831; 
2023-05-12 00:24:20: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'add leather'
2023-05-12 00:26:31: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'fiche '
2023-05-12 00:26:52: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'dupe '
2023-05-12 00:26:53: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duping 0x4000003A (PlainoisHides) (inBag=False; amount=1)
2023-05-12 00:26:53: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x4000003A (PlainoisHides) creating 0x40001834 (PlainoisHides)
2023-05-12 00:26:59: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') used command 'dupe 500'
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duping 0x40001834 (PlainoisHides) (inBag=False; amount=500)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001835 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001838 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001839 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000183A (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000183B (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000183D (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000183E (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000183F (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001841 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001843 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001844 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001845 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001846 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001847 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001848 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001849 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184A (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184B (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184C (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184D (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184E (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000184F (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001854 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001855 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001856 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001858 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000185A (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000185B (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000185C (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000185D (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000185E (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001862 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001863 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001864 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001865 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001866 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001867 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001869 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000186A (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001870 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001871 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001872 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001874 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001877 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001878 (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x4000187E (PlainoisHides)
2023-05-12 00:27:01: 184.162.169.177: GameMaster 0x94B "Nimue" ('Jonimue') duped 0x40001834 (PlainoisHides) creating 0x40001880 (PlainoisHides)
